,state,feature_id,dam_name,stream_name,watershed_huc2,region,latitude,longitude,StrOrder,TotDA.SqKm,AvgAnnualQ.CS,dam_length_m,Removal_year,Built_year,DamPurpose,DamMaterial,DamMaterialCat,dam_height_m,HtCategory,number_removed_project,project_identifier,multi_dam_flag,DR_Cost,RemovalReason,SedimentManagement,ContaminatedSediment,MitigationDrivers,PostRemovalDrivers,TOTAL_DRIVERS,SD_score,MD_score,PR_score,Tot_Drivers,CostEst_StAdj
85,CT,8a74cbfb-df1d-4ab6-8270-beb64d0f9268,Slocomb Pond Dam,Roaring Brook,New England Region,Northeast,41.663548,-72.579407,3,67.2651,1.364843709,35,2020,1939,power,"concrete, wood",2,3.7,less than 5,1,NA,0,321000,Safety,Sed removal,0,NA,"Revegetation,Stability.Structures",4,1,0,2,3,301289.4737
86,CT,f56f2e4a-c870-4f92-94e2-07f8b6987e43,Zemko Dam,Eightmile River,New England Region,Northeast,41.4939,-72.2835,2,16.821,0.361039799,44.5,2007,1725,recreation and resource management,"concrete, earth, masonry",2,1.2,less than 5,1,NA,0,323925,Restoration,NA,NA,NA,NA,0,0,0,0,0,304034.8684
87,CT,fd1e1d84-f9ce-474e-8509-5fae7174b867,Brunswick Mill #1 Dam,Moosup River,New England Region,Northeast,41.717552,-71.86102,3,200.628,4.154534524,47.5,2017,NA,power,"concrete, wood",2,1.2,less than 5,1,NA,0,164747,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,154630.9561
88,CT,6f5e2090-d13b-4aba-a3ee-1c956afff90c,Freight Street Dam,Naugatuck River,New England Region,Northeast,41.55345,-73.0525,4,465.822,10.65316596,42,1999,NA,water supply,concrete,3,0.6,less than 5,4,NR001,1,804665,Restoration,NA,NA,NA,NA,0,0,0,0,0,755255.7456
89,CT,ba1d7890-3eba-4bd6-877f-355ea7b8e0f5,Blackledge River Dam,Blackledge River,New England Region,Northeast,NA,NA,1,19.863,0.430501025,NA,2018,1830,power,masonry,3,3.4,less than 5,1,NA,0,1262988,Restoration,Sed removal,NA,NA,NA,1,1,0,0,1,1185436.105
90,CT,6b815e18-38d1-452b-af21-79f1d2c04f24,Anaconda Dam,Naugatuck River,New England Region,Northeast,41.5725,-73.0535,4,404.7399,9.350137929,102.5,1999,1750,power,unknown,,3.4,less than 5,4,NR001,0,4559767,"Safety,Restoration",ErosionControl,NA,NA,NA,1,1,0,0,1,4279781.307
91,CT,34e9c8c0-b3d5-4e1c-b0b0-a753490ce304,White Rock Dam,Pawcatuck River,New England Region,Northeast,41.405929,-71.84343,5,755.0478,14.63649683,36,2015,NA,power,"concrete, masonry",3,1.8,less than 5,1,NA,0,1479049,Restoration,NA,NA,CofferDam,NA,1,0,1,0,1,1388230.202
92,CT,07cccbf1-fa8d-4a91-925d-a61bc5fdf9eb,Clark Brothers Dam,Quinnipiac River,New England Region,Northeast,41.57099,-72.8967,3,93.7323,1.943498477,13.5,2016,1750,power,masonry,3,1.5,less than 5,1,NA,0,905355,Restoration,NA,NA,NA,NA,0,0,0,0,0,849763.0263
93,CT,8b317bc4-7380-4d23-b42d-395b7ae32333,Pond Lily Dam,West River,New England Region,Northeast,41.335516,-72.975562,3,45.2511,0.920467429,57,2015,1794,power,"concrete, masonry",3,1.8,less than 5,1,NA,0,766671,"Safety,Restoration,Economic",NA,NA,RiverHabFeature,"Revegetation,Public.Interpr.Facility",3,0,1,2,3,719594.7105
94,CT,1347e8c6-2cb7-48be-878f-c8d0bd3ecb58,Flock Process Dam,Norwalk River,New England Region,Northeast,41.139774,-73.426914,4,85.2399,1.677716551,20.5,2018,1879,power,masonry,3,4.6,less than 5,1,NA,0,1894482,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,1778154.158
95,CT,2dfe67c7-f436-4dcf-9fe3-5578ae848cfa,Scantic River Dam,Scantic River,New England Region,Northeast,41.983061,-72.518523,4,170.6346,3.125018918,23,2017,1890,power,"masonry, wood",2,7.9,between 5 and 10,1,NA,0,4942416,"Safety,Restoration",Sed removal,1,RiverHabFeature,"Revegetation,Access.Roads",5,2,1,2,5,4638934.316
96,CT,a40d5852-c81e-43d3-8636-764d3ab8e239,Platts Mill Dam,Naugatuck River,New England Region,Northeast,41.51951,-73.0513,4,544.6431,12.3473346,66.5,1999,NA,unknown,unknown,,3,less than 5,4,NR001,1,4023324,Restoration,NA,NA,NA,NA,0,0,0,0,0,3776277.789
97,CT,d337ba6f-fd4d-49b8-84bc-c33de579c385,Karp Family Dam,Stony Brook,New England Region,Northeast,41.9622,-72.6305,4,115.2846,1.975326613,17.5,2015,NA,recreation and resource management,"concrete, wood",2,NA,less than 5,1,NA,0,42096,Restoration,NA,NA,NA,NA,0,0,0,0,0,39511.15789
98,CT,b4765deb-042d-4f72-bcb9-4f83f4a0b901,Rutan Dam ,Anguilla Brook,New England Region,Northeast,41.36765,-71.8652,2,24.0912,0.444064795,17,2012,NA,water supply,earth,1,2.7,less than 5,1,NA,0,196673,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,184596.5877
99,CT,c41aeea4-8acb-4ae5-998c-a350e8a4827b,Ed Bills Pond Dam,East Branch Eightmile River,New England Region,Northeast,41.426824,-72.331786,3,58.3866,1.233566806,16,2015,NA,recreation and resource management,masonry,3,3.4,less than 5,1,NA,0,682638,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,640721.6316
100,CT,bb29105c-dd9a-42fe-8b19-ad4407cd4cc4,Union City Dam,Naugatuck River,New England Region,Northeast,41.4948,-73.0525,4,605.0331,13.63073906,50.5,1999,1860,"recreation and resource management, water supply",concrete,3,4.9,less than 5,4,NR001,1,6571429,Restoration,NA,NA,NA,NA,0,0,0,0,0,6167920.202
101,CT,7506580d-33e4-4679-a37a-2626b665375c,Hyde Pond,Whitford Brook,New England Region,Northeast,41.396568,-71.959356,3,40.1607,0.779421214,47,2015,1814,power,masonry,3,1.5,less than 5,1,NA,0,853298,Restoration,NA,NA,NA,NA,0,0,0,0,0,800902.5088
102,DE,015743ab-b4f7-4412-9294-0261a9654aa0,Byrnes Mill Dam,White Clay Creek,Mid Atlantic Region,Northeast,39.69803,-75.6652,4,234.7785,3.437863444,14,2014,1777,"power, water supply","masonry, wood",2,4,less than 5,1,NA,0,240439,Restoration,ErosionControl,NA,BankProtection,"Revegetation,EcologicalMonitoring,StrucRemovalSafety",5,1,1,3,5,231774.5315
103,FL,9892c527-e67f-4369-b89a-7e50ee270576,Kelly Branch Dam,Kelly Branch,South Atlantic-Gulf Region,Southeast,30.49635,-85.0084,NA,NA,NA,NA,2007,NA,recreation and resource management,unknown,,3.7,less than 5,1,NA,0,623200,Restoration,NA,NA,"RiverHabFeature,BankProtection","ReshapeTopography,Revegetation,Stability.Structures",5,0,2,3,5,740915.5556
104,FL,607b0247-7339-4ad3-8aed-c2b1e1bb8c50,Dead Lake Dam,Chipola River,South Atlantic-Gulf Region,Southeast,30.1274,-85.1773,5,3237.6951,51.80402921,NA,1989,1960,"flood control, recreation and resource management",sheet piling,1,6.4,between 5 and 10,1,NA,0,81511,Restoration,ErosionControl,NA,NA,NA,1,1,0,0,1,96907.52222
105,GA,89a9b7ad-704c-4186-ba5e-94c7217a376b,White Dam,Middle Oconee/Altamaha,South Atlantic-Gulf Region,Southeast,33.877576,-83.351376,5,1224.5823,19.00623939,64,2018,1912,power,concrete,3,4.4,less than 5,1,NA,0,841992,"Restoration,Other","ErosionControl,Sed removal",0,BankProtection,StrucRemovalSafety,5,2,1,1,4,990034.5495
106,GA,5772f989-d9bc-4fc9-a05e-e61e6b1b8640,Eagle & Phenix Dam,Chattahoochee River,South Atlantic-Gulf Region,Southeast,32.46975,-84.9976,6,12001.6503,214.333528,203.5,2012,1868,power,masonry,3,5.2,between 5 and 10,2,CR001,0,19112376,"Restoration,Other",ErosionControl,NA,"CofferDam,RiverHabFeature,BankProtection,Other","Revegetation,Fish.Passage,Other",8,1,4,3,8,22472793.76
107,GA,11fb902c-876f-4d0a-b258-c54f5e748c07,City Mills Dam,Chattahoochee River,South Atlantic-Gulf Region,Southeast,32.48013,-84.994403,6,12001.6503,214.333528,209,2013,NA,power,concrete,3,3,less than 5,2,CR001,1,11026371,"Restoration,Other",NA,NA,NA,NA,0,0,0,0,0,12965073.59
108,IA,ea63faf3-4cc7-4631-b197-83ca8540ea3d,Quaker Mill Dam,Maquoketa,Upper Mississippi Region,Midwest,42.51,-91.47,NA,NA,NA,NA,2017,NA,power,concrete,3,6.7,between 5 and 10,1,NA,0,1188552,"Safety,Restoration",NA,NA,"RiverHabFeature,BankProtection","Revegetation,StrucRemovalSafety",4,0,2,2,4,1297704.735
109,IA,2c10ff88-396f-4ce1-b688-2d86ac0e918a,Quasqueton Dam,Wapsipinicon River,Upper Mississippi Region,Midwest,42.39283,-91.7622,5,2974.4199,22.8738393,61,2014,1935,power,concrete,3,1.8,less than 5,1,NA,0,488893,"Safety,Restoration",NA,NA,RiverHabFeature,ReshapeTopography,2,0,1,1,2,533791.3367
110,IA,67aa5738-7fca-4149-9582-a6d1a2822cc2,Goldfield Dam,Shell Rock River,Upper Mississippi Region,Midwest,42.73671717,-93.92697174,4,1078.1388,5.246064026,19.5,2014,1934,unknown,concrete,3,1.4,less than 5,1,NA,0,80146,Restoration,NA,NA,NA,ReshapeTopography,1,0,0,1,1,87506.34694
111,IA,a99edcb5-7baf-4873-b77b-99d80b6caf5c,Rockford Dam,Shell Rock River,Upper Mississippi Region,Midwest,43.05032,-92.94243,4,1358.1576,8.598070789,51.5,2014,1872,power,concrete,3,2.4,less than 5,1,NA,0,281645,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,307510.3571
112,IA,fdbd4f31-475e-4147-b455-170874935add,Manchester Dam,Maquoketa River,Upper Mississippi Region,Midwest,42.48212,-91.4585,5,702.2052,5.611068184,47.5,2014,1905,unknown,concrete,3,3.4,less than 5,1,NA,0,2060908,"Restoration,Economic",NA,NA,NA,NA,0,0,0,0,0,2250175.061
113,IA,1d501471-6528-4f2b-b581-1bfd84845c02,Boone Waterworks Dam,Des Moines River,Upper Mississippi Region,Midwest,42.07701,-93.9366,6,14288.2101,61.14986298,108.5,2014,1933,water supply,concrete,3,0.9,less than 5,1,NA,0,605449,"Safety,Restoration",NA,NA,"RiverHabFeature,WaterSupply",NA,2,0,2,0,2,661051.4592
114,IA,b9fe2f0d-5483-4195-809b-c6f968c43118,Vernon Springs Dam,Turkey River,Upper Mississippi Region,Midwest,43.34744,-92.1378,4,217.314,1.803698203,77.5,2010,1857,power,concrete,3,2.4,less than 5,1,NA,0,400391,"Safety,Restoration",NA,NA,NA,ReshapeTopography,1,0,0,1,1,437161.602
115,IA,5d90e30b-db1e-4843-9e1e-5e2ded0c7f70,Little Dam,Des Moines River,Upper Mississippi Region,Midwest,42.493703,-94.18734,6,10979.1324,43.26363984,100,2019,1916,unknown,unknown,,2.4,less than 5,1,NA,0,277624,Restoration,NA,NA,NA,NA,0,0,0,0,0,303120.0816
116,IA,27d65cb3-ce86-424e-baf1-6be2591c9988,Fort Dodge Hydroelectric Dam,Des Moines River,Upper Mississippi Region,Midwest,42.516319,-94.200347,6,9740.7621,37.02416419,119,2020,NA,power,concrete,3,5.2,between 5 and 10,1,NA,0,1186303,"Safety,Restoration",ErosionControl,NA,RiverHabFeature,NA,2,1,1,0,2,1295249.194
117,ID,80c17c03-7d6c-42a5-8c79-68b840a0276b,Lewiston Dam,Clearwater River,Pacific Northwest Region,Northwest,46.4335,-116.9593,7,24211.4103,445.3095466,NA,1973,1928,power,concrete,3,10.7,greater than 10,1,NA,0,3941703,Economic,ErosionControl,NA,BankProtection,NA,2,1,1,0,2,4217622.21
118,ID,4d6b2340-37d8-49e1-8208-c7872f59ec56,Dutch Flat Dam,West Fork Of Little Bear Creek,Pacific Northwest Region,Northwest,46.74278,-116.785,3,30.7791,0.338754441,NA,2013,1919,water supply,concrete,3,3,less than 5,1,NA,0,583002,Restoration,Sed removal,NA,RiverHabFeature,"Revegetation,EcologicalMonitoring,Fish.Passage",5,1,1,3,5,623812.14
119,ID,26e297a8-59da-48bf-bb98-11457f3b8ec8,Colburn Mill Pond Dam,Colburn Creek,Pacific Northwest Region,Northwest,48.40681,-116.529,2,21.7305,0.43081251,NA,1999,NA,water supply,"earth, masonry",2,3.7,less than 5,1,NA,0,59847,"Restoration,Economic",ErosionControl,NA,RiverHabFeature,"Revegetation,Fish.Passage",4,1,1,2,4,64036.29
120,ID,4cec16f5-ca54-4404-8013-bdb76c40978a,Cove Dam,Bear River,Great Basin Region,Northwest,42.53199,-111.796,6,10309.482,47.79914922,105.5,2006,1917,power,concrete,3,7.9,between 5 and 10,1,NA,0,4634074,Restoration,NA,NA,NA,NA,0,0,0,0,0,4958459.18
121,IL,4a4e8fcd-2d22-4846-a809-175225b9f950,Ellsworth Park Dam ,North Fork Vermillion River ,Ohio Region,Midwest,40.12388,-87.63879,5,796.0878,6.805359523,28.5,2018,1920,unknown,unknown,,1.8,less than 5,1,NA,0,289435,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,271662.6754
122,IL,e25de206-a09a-452a-9c5e-19ff0a7c86e9,Stone Gate Park #2 Dam,Waubonsie Creek,Upper Mississippi Region,Midwest,41.63694,-88.3459,NA,NA,NA,NA,1999,NA,unknown,unknown,,0.8,less than 5,1,NA,0,309209,"Safety,Restoration,Economic",NA,NA,NA,NA,0,0,0,0,0,290222.4825
123,IL,d0beb346-170c-408a-85a5-c48dd1fb883b,Fairbanks Avenue Dam,Des Plaines River,Upper Mississippi Region,Midwest,41.82275,-87.8201,5,1655.9478,13.48510551,42.5,2012,NA,unknown,concrete,3,0.6,less than 5,1,NA,0,482220,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,452610
124,IL,da8c4b55-e430-4a55-acf1-40fb23a0b0f5,Hofmann Dam,Des Plaines River,Upper Mississippi Region,Midwest,41.8209,-87.8224,5,1655.9478,13.48510551,77.5,2012,1950,power,concrete,3,3.8,less than 5,1,NA,0,3013875,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,2828812.5
125,IL,47317f21-3a24-4cd7-86e9-22d6512192f6,Stone Gate Park #1 Dam,Waubonsie Creek,Upper Mississippi Region,Midwest,41.686219,-88.348336,2,74.3112,0.648880549,10.5,1999,NA,unknown,unknown,,1.5,less than 5,1,NA,0,309209,"Safety,Restoration,Economic",NA,NA,NA,NA,0,0,0,0,0,290222.4825
126,IL,7a840ebe-eaa1-449e-bc25-3752f07bff27,Brewster Creek Dam,Brewster Creek,Upper Mississippi Region,Midwest,41.9719,-88.2798,2,36.9378,0.314260368,NA,2004,1929,recreation and resource management,concrete,3,2.1,less than 5,1,NA,0,920714,Safety,NA,NA,NA,NA,0,0,0,0,0,864178.9298
127,IL,2df9af66-9d17-4512-9a12-4da1a56c4676,Ryerson Woods Dam,Des Plaines River,Upper Mississippi Region,Midwest,42.17519,-87.9168,4,819.0162,6.483368655,17,2011,NA,unknown,unknown,,0.8,less than 5,1,NA,0,613494,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,575823.3158
128,IL,890d479e-a944-4ed5-95bb-60e5122ecf6d,Mcdowell Grove Dam,West Branch Dupage River,Upper Mississippi Region,Midwest,41.79468,-88.1871,3,276.2793,2.389233966,29.5,2011,NA,unknown,unknown,,1.5,less than 5,1,NA,0,1750911,Restoration,Sed removal,1,NA,NA,2,2,0,0,2,1643398.921
129,IL,b84f392d-7560-4acd-a4b4-754d79f54caa,Armitage Avenue Dam,Des Plaines River,Upper Mississippi Region,Midwest,41.914763,-87.833237,4,1207.8072,9.675017114,33.5,2012,NA,unknown,concrete,3,1.7,less than 5,1,NA,0,482220,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,452610
130,IL,2943cb3e-7a15-4274-93c9-ba4ec6d0f7ef,Danville Dam,Vermillion,Ohio Region,Midwest,40.12234,-87.63158,6,3340.3536,29.1939047,62.5,2018,1914,water supply,concrete,3,3,less than 5,1,NA,0,1473486,Safety,NA,0,"BankProtection,Bridges","Revegetation,EcologicalMonitoring,StrucRemovalSafety",6,0,2,3,5,1383008.789
131,IL,52323b8d-f8d4-4069-8d9c-132385ad6954,Golf Course Dam,Seavey Ditch,Upper Mississippi Region,Midwest,42.21729,-87.9681,2,26.253,0.209176549,7.5,2008,NA,unknown,"concrete, metal",3,1.2,less than 5,1,NA,0,617711,Restoration,NA,NA,BankProtection,Revegetation,2,0,1,1,2,579781.3772
132,IN,ae321958-268a-4210-995e-b1cb11a0a8df,Fox Farm Road Dam,Tippecanoe River,Ohio Region,Midwest,41.257863,-85.87225,4,342.6804,0.029024768,15,2018,NA,water supply,concrete,3,0.9,less than 5,1,NA,0,84234,Safety,NA,NA,NA,NA,0,0,0,0,0,91969.77551
133,IN,be71012e-629c-4e5c-b49a-97604a900378,Elkhart River Dam,Elkhart River,Great Lakes Region,Midwest,41.685042,-85.967666,5,1811.472,15.84341748,36,2020,NA,power,"concrete, masonry",3,2.4,less than 5,1,NA,0,2500000,"Safety,Restoration",NA,NA,RiverHabFeature,"ReshapeTopography,Fish.Passage",3,0,1,2,3,2729591.837
134,IN,4ac00ee0-7df0-47d5-9739-0844fbf3a821,Liberty Mills Dam,Eel River,Ohio Region,Midwest,41.03755,-85.7391,4,922.4613,8.629077737,35,2012,NA,unknown,unknown,,1.8,less than 5,2,ER001,0,72333,Restoration,NA,NA,NA,NA,0,0,0,0,0,78975.82653
135,IN,0dcbf42d-dbc0-4fa0-ab56-5f86028ab521,Emrichsville Dam,West Fork White River,Ohio Region,Midwest,39.787206,-86.195113,5,3339.7,34.912,NA,2017,1899,recreation,"concrete, masonry",3,3,less than 5,1,NA,0,680955,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,743491.6837
136,IN,d2b097d9-a6e3-411e-9c58-c9a7b6ee655e,Corydon Water Works Dam #3,Indian Creek,Ohio Region,Midwest,38.237665,-86.109768,4,386.1441,5.36556112,49.5,2019,NA,water supply,concrete,3,3.7,less than 5,2,IC001,1,177985,"Safety,Restoration",NA,NA,NA,"EcologicalMonitoring,StrucRemovalSafety",2,0,0,2,2,194330.5612
137,IN,4a4f7bf6-837a-4f79-b26a-9fc68f307504,Huntington Mill Dam,Little River,Ohio Region,Midwest,40.8792889,-85.4911333,4,745.0191,6.545665719,39.5,2016,NA,power,"concrete, wood",2,3,less than 5,1,NA,0,113169,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,123562.0714
138,IN,3c14cee1-4707-4481-a686-e4b19f68c8f1,North Manchester Dam ,Eel River,Ohio Region,Midwest,40.99391,-85.7818,4,1091.3616,10.19565066,36,2012,NA,unknown,unknown,,NA,less than 5,2,ER001,1,72333,Restoration,NA,NA,NA,NA,0,0,0,0,0,78975.82653
139,IN,8628b1bd-2b86-4afd-94eb-433fd18d7de3,Indiana Steel And Wire Co. Dam,White River,Ohio Region,Midwest,40.193514,-85.363337,4,594.7929,5.877642981,40,2019,NA,"power, water supply","concrete, masonry",3,1.2,less than 5,1,NA,0,121240,Restoration,NA,NA,NA,NA,0,0,0,0,0,132374.2857
140,IN,5d16db90-0af8-4cdc-b3dc-142a34d1c161,Corydon Water Works Dam #2,Indian Creek,Ohio Region,Midwest,38.221802,-86.1189,4,395.3187,5.48653069,58.5,2019,NA,water supply,concrete,3,3,less than 5,2,IC001,0,144312,"Safety,Restoration",NA,NA,NA,"EcologicalMonitoring,StrucRemovalSafety",2,0,0,2,2,157565.1429
141,IN,8ac1f861-92b2-4696-bbd3-e1fe28c4343a,Fawn River Hatchery Dam,Fawn River,Great Lakes Region,Midwest,41.4433,-85.1027,NA,NA,NA,NA,2017,NA,power,earth,1,3,less than 5,1,NA,0,576750,Restoration,NA,NA,NA,NA,0,0,0,0,0,629716.8367
142,KY,ca2bd493-86f8-401d-bb14-9a69929bc762,Lock And Dam 6,Green River,Ohio Region,Midwest,37.206638,-86.260536,6,6563.9178,112.2055912,65.5,2017,1906,flood control,"concrete, earth, wood",2,2.7,less than 5,1,NA,0,955534,Safety,NA,NA,"BankProtection,Roads",Revegetation,3,0,2,1,3,1087682.319
143,MA,6e3d2fa0-9a2c-4596-b122-523aa28272a5,Thunder Brook Restoration Project,Thunder Brook,Mid Atlantic Region,Northeast,42.56486,-73.1768,NA,NA,NA,NA,2012,NA,water supply,"concrete, masonry",3,4.6,less than 5,1,NA,0,295360,Restoration,NA,NA,NA,NA,0,0,0,0,0,277223.8596
144,MA,28fdcd0a-528d-4ba8-89ec-b1832bcbc228,Tel-Electric Pond Dam,West Branch Housatonic River,New England Region,Northeast,42.447062,-73.263808,3,95.0796,1.965189182,30.4,2020,1900,power,"concrete, masonry",3,6.7,between 5 and 10,1,NA,0,3800000,"Safety,Restoration",Sed removal,1,"CofferDam,RiverHabFeature",NA,4,2,2,0,4,3566666.667
145,MA,4f891b2a-da7b-4552-acb8-448ee0dabcd1,Gravesleigh Pond Dam,Sackett Brook,New England Region,Northeast,42.42952,-73.2365,NA,NA,NA,7,2013,NA,recreation and resource management,concrete,3,1.8,less than 5,1,NA,0,466402,Restoration,NA,NA,NA,NA,0,0,0,0,0,437763.2807
146,MA,7e5f099f-5983-4481-b687-c6e3ad636a0a,Horseshoe Pond Dam,Weweantic River,New England Region,Northeast,41.765287,-70.747616,2,147.9726,2.791588045,13.7,2020,NA,power,"concrete, earth",2,1.8,less than 5,1,NA,0,991992,Restoration,ErosionControl,NA,NA,NA,1,1,0,0,1,931080.2105
147,MA,2cab47aa-432f-436d-83b6-a00f0bcfe108,Carver Cotton Gin Pond Dam,Satucket River,New England Region,Northeast,42.02144,-70.95102,3,90.7461,1.615957508,16.5,2017,NA,power,"concrete, masonry",3,4.6,less than 5,1,NA,0,233941,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,219576.2018
148,MA,eddc2589-7b8d-46ce-9542-4c394e05c5a5,Charles River Mill Dam,Charles River,New England Region,Northeast,42.13074,-71.44475,3,63.2493,1.19814243,13.5,2017,NA,power,concrete,3,4.1,less than 5,1,NA,0,1098315,Safety,Sed removal,1,NA,NA,2,2,0,0,2,1030874.605
149,MA,44af80fd-1296-413f-a67b-ddaae28fcb30,Hamant Brook Upper Pond Dam,Hamant Brook,New England Region,Northeast,42.092772,-72.09552,2,9.7929,0.210026054,3.5,2017,NA,unknown,"concrete, earth, masonry",2,3.4,less than 5,3,HB001,1,488328,Restoration,ChannelExcavation,NA,NA,Revegetation,2,1,0,1,2,458342.9474
150,MA,8589eec9-617d-4893-81a4-d58b76dd60e3,Coonamessett Lower Bog Dam,Coonamessett River,New England Region,Northeast,41.581873,-70.573375,1,45.2772,0.802641028,3,2017,NA,water supply,unknown,,NA,less than 5,1,CR002,0,197697,Restoration,NA,NA,NA,NA,0,0,0,0,0,185557.7105
151,MA,cafa4f8c-6e10-4c8c-9e0c-cbb8528be0ba,Whittenton Dam,Mill River,New England Region,Northeast,41.92428,-71.1063,4,110.3085,2.082477562,30.48,2013,1832,power,"concrete, wood",2,3.4,less than 5,1,NA,0,723430,"Safety,Restoration",NA,NA,RiverHabFeature,Revegetation,2,0,1,1,2,679008.8596
152,MA,734ca204-0ffd-4a69-ab09-9419bf16cebc,Upper Flume Dam,Red Brook,New England Region,Northeast,41.76527,-70.634217,NA,NA,NA,NA,2009,NA,"power, water supply",concrete,3,NA,less than 5,2,RB001,1,136774,Restoration,NA,NA,NA,NA,0,0,0,0,0,128375.5965
153,MA,32f2c702-15a7-4f64-ad5f-fbd2cb24a1a3,Hamant Brook Lower Pond Dam,Hamant Brook,New England Region,Northeast,42.097692,-72.091778,2,10.1412,0.217218533,NA,2017,NA,unknown,"concrete, earth",2,3,less than 5,3,HB001,0,430877,Restoration,ChannelExcavation,NA,NA,Revegetation,2,1,0,1,2,404419.6404
154,MA,308a3928-a146-4747-82fb-477687abb786,Bleachery Dam,Assonet River,New England Region,Northeast,41.781075,-71.0864194,2,17.6067,0.323321759,8.7,2016,NA,"power, water supply","concrete, earth, masonry",2,2.1,less than 5,1,NA,0,679016,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,637322.0351
155,MA,4e683ff2-57b7-439e-95fe-a5484e0522ab,Off-Billington Street Dam,Town Brook,New England Region,Northeast,41.948948,-70.674158,1,23.9553,0.467199659,3.5,2013,NA,power,"concrete, masonry",3,0.9,less than 5,1,NA,0,1399205,Restoration,Sed removal,1,Bridges,NA,3,2,1,0,3,1313288.904
156,MA,5a852355-7670-49d9-bcea-c6433365631f,Sawmill Pond Dam,Eel River,New England Region,Northeast,41.91125,-70.6408,1,6.4809,0.124310958,27,2010,1850,power,unknown,,3.7,less than 5,1,NA,0,139354,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,130797.1754
157,MA,4f956b62-9e7e-4ae8-a49e-af2e088c4f08,Phillipston Reservoir Dam #2,Thousand Acre Brook,New England Region,Northeast,42.57835,-72.17347,1,1.2456,0.023814468,9,2012,NA,water supply,earth,1,2.4,less than 5,2,TAB001,1,34307,"Safety,Restoration,Economic",NA,NA,NA,NA,0,0,0,0,0,32200.42982
158,MA,59eb9695-05a8-4a4e-97ef-0312fd8c7589,Forge Pond Dam,Assonet River,New England Region,Northeast,41.80275,-71.0523,3,53.3583,0.995280538,20,2010,NA,unknown,"concrete, earth, masonry",2,2,less than 5,1,NA,0,383542,Safety,NA,NA,NA,NA,0,0,0,0,0,359991.1754
159,MA,704a9790-efba-4152-b2c2-69e3b757e4a8,Briggsville Dam,North Branch Hoosic River,Mid Atlantic Region,Northeast,42.71467,-73.083,2,86.2614,2.135599967,30.5,2010,NA,power,concrete,3,4.6,less than 5,1,NA,0,946071,"Safety,Restoration,Economic",NA,NA,Other,NA,1,0,1,0,1,887978.9211
