,state,feature_id,dam_name,stream_name,watershed_huc2,region,latitude,longitude,StrOrder,TotDA.SqKm,AvgAnnualQ.CS,dam_length_m,Removal_year,Built_year,DamPurpose,DamMaterial,DamMaterialCat,dam_height_m,HtCategory,number_removed_project,project_identifier,multi_dam_flag,DR_Cost,RemovalReason,SedimentManagement,ContaminatedSediment,MitigationDrivers,PostRemovalDrivers,TOTAL_DRIVERS,SD_score,MD_score,PR_score,Tot_Drivers,CostEst_StAdj
329,NC,4763912c-c676-4418-a0d0-cece2bbb3dbe,Chandlers Dynamo Dam,Little River,South Atlantic-Gulf Region,Southeast,35.36799,-79.838,4,293.6142,3.446415132,NA,2012,1902,power,"cement, concrete, masonry",3,1.5,less than 5,1,NA,0,18083,Restoration,NA,NA,NA,NA,0,0,0,0,0,21740.23596
330,NC,5556a4f9-b9ee-4ebe-8696-1f8d24d9714d,Shuler Creek Dam,Shuler Creek,Tennessee Region,Southeast,35.18101,-84.290794,3,49.5603,1.350798552,14,2020,NA,unknown,wood,1,1.2,less than 5,1,NA,0,120000,Restoration,NA,NA,RiverHabFeature,Revegetation,2,0,1,1,2,144269.6629
331,NC,5c31a1a5-8c9c-4c53-b69b-a0d6f4aaecc7,Smitherman's Dam,Little River,South Atlantic-Gulf Region,Southeast,35.34369,-79.853,4,423.828,4.973712591,52,2013,1890,power,unknown,,3.7,less than 5,1,NA,0,150415,Restoration,NA,NA,Other,NA,1,0,1,0,1,180836.0112
332,NH,c47b30a4-96d7-436c-b129-0bbab7440c51,Bearcamp River Dam,Bearcamp River,New England Region,Northeast,43.82811,-71.2987,4,173.349,4.255569035,NA,2003,NA,power,concrete,3,6.1,between 5 and 10,1,NA,0,133295,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,138471.5049
333,NH,3a8466be-e321-4080-bbe8-1242cfb5505a,Homestead Dam,Ashuelot River,New England Region,Northeast,42.871683,-72.328084,5,822.6216,14.70018142,NA,2010,1810,"power, water supply",wood,1,4,less than 5,1,NA,0,821775,"Safety,Restoration",NA,NA,RiverHabFeature,Revegetation,2,0,1,1,2,853688.5922
334,NH,30592393-2a3c-4f7c-bfc0-abaac41e6c6f,Little Hale Pond Dam,Littlehole Creek,New England Region,Northeast,43.143,-70.9213,1,1.2069,0.018802386,NA,2019,NA,recreation and resource management,earth,1,4.6,less than 5,1,NA,0,131588,"Safety,Restoration,Economic",NA,NA,NA,Other,1,0,0,1,1,136698.2136
335,NH,3f8e5779-fb99-4fd8-afb2-7060372d3674,Merrimack Village Dam,Souhegan River,New England Region,Northeast,42.8604,-71.4932,4,441.3582,8.680784299,NA,2008,1734,power,unknown,,3.7,less than 5,1,NA,0,767262,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,797058.5825
336,NH,a71dd70d-ca0f-4538-8c84-0f7c112831cd,Judd Brook Dam,Judd Brook,New England Region,Northeast,44.14608,-71.773448,NA,NA,NA,NA,2017,NA,water supply,unknown,,1.6,less than 5,1,NA,0,83472,Restoration,NA,NA,NA,NA,0,0,0,0,0,86713.63107
337,NH,8aaacd2a-3fc4-403b-8c95-32bc8107cf94,Pine Mill Dam,Clark Brook,New England Region,Northeast,44.089092,-72.025126,2,43.7643,0.530912564,NA,2019,1928,power,"concrete, wood",2,4.6,less than 5,1,NA,0,226820,Restoration,NA,NA,"RiverHabFeature,BankProtection",Revegetation,3,0,2,1,3,235628.5437
338,NH,e27efa2a-42ab-4750-88d5-f5f24b275195,Lower Sawyer Mill Dam,Bellamy River,New England Region,Northeast,43.1783,-70.875,3,74.0205,1.237332947,NA,2018,NA,power,masonry,3,5.49,between 5 and 10,2,BR001,1,1314396,NA,NA,NA,NA,NA,NA,0,0,0,0,1365440.505
339,NH,05e1fb38-314f-4a6b-99ca-7aeba7383191,Winnicut River Dam,Winnicut River,New England Region,Northeast,43.03682,-70.8477,3,57.195,0.960224282,NA,2009,1957,unknown,concrete,3,4.3,less than 5,1,NA,0,1425153,Restoration,NA,NA,NA,NA,0,0,0,0,0,1480498.748
340,NH,35668577-703e-4c3a-bb87-fb869adae3d9,Winchester Dam,Ashuelot River,New England Region,Northeast,42.77681,-72.3834,5,906.5637,16.10857644,29,2002,NA,power,wood,1,0.9,less than 5,1,NA,0,74212,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,77094.01942
341,NH,b2b61df3-be60-4bde-8bc8-9dcba8051ff4,Bellamy River Dam V,Bellamy River,New England Region,Northeast,43.17626,-70.8717,3,76.464,1.276495146,NA,2004,NA,power,wood,1,1.2,less than 5,1,NA,0,57540,Restoration,NA,NA,NA,NA,0,0,0,0,0,59774.56311
342,NH,559a7a50-b5a3-4883-b5a6-c1be7cd70b31,Mcgoldrick Dam,Ashuelot River,New England Region,Northeast,42.78765,-72.4706,5,1073.1681,19.14875808,NA,2001,NA,power,unknown,,1.8,less than 5,1,NA,0,101347,Restoration,NA,NA,NA,NA,0,0,0,0,0,105282.8058
343,NH,88d3dadd-6045-40c5-a7bd-5833778fd9f7,Champlin Pond Dam #2,Clark Brook,New England Region,Northeast,43.27643,-70.9317,1,0.8586,0.016055652,NA,2005,NA,unknown,unknown,,4.6,less than 5,2,CB001,1,565486,Other,ReservoirStab,NA,Other,Revegetation,3,1,1,1,3,587446.6214
344,NH,ba54a0b5-f2de-4f1c-afe8-eec2a7521c33,West Henniker Dam,Contoocook River,New England Region,Northeast,43.165353,-71.842653,6,966.9789,19.48878678,42,2004,NA,power,concrete,3,3,less than 5,1,NA,0,263041,"Safety,Restoration",NA,1,NA,NA,1,1,0,0,1,273256.1845
345,NH,530a587f-ef26-4ebe-b731-922c1f71e9e8,Pearl Lake Brook Dam,Pearl Lake Brook,New England Region,Northeast,44.2069,-71.8919,4,249.6492,5.135968125,NA,2008,1935,water supply,concrete,3,4.3,less than 5,1,NA,0,52018,Restoration,NA,NA,NA,NA,0,0,0,0,0,54038.1165
346,NH,6dc45012-ab60-442c-aef9-551dbecf7120,South Branch Gale River Dam,South Branch Gale River,New England Region,Northeast,44.24234175,-71.63782126,2,20.2509,0.466180252,23,2020,1955,water supply,"concrete, earth",2,4.3,less than 5,1,NA,0,585000,Restoration,NA,NA,NA,NA,0,0,0,0,0,607718.4466
347,NH,c50222a8-b778-483b-a793-d00de017ea85,Badger Pond Dam,Tioga River,New England Region,Northeast,43.452066,-71.468876,2,38.5974,0.733547922,46,2004,NA,water supply,concrete,3,5.5,between 5 and 10,1,NA,0,49320,Safety,NA,NA,NA,NA,0,0,0,0,0,51235.33981
348,NH,17c15fc6-da9b-4ef4-b441-e410009da6f1,Champlin Pond Dam #1,Clark Brook,New England Region,Northeast,43.2708,-70.9313,1,1.1511,0.021492487,NA,2005,NA,unknown,unknown,,6.1,between 5 and 10,2,CB001,0,749883,Restoration,ErosionControl,NA,BankProtection,"Revegetation,Fish.Passage",4,1,1,2,4,779004.6699
349,NH,73e30ce5-8589-4520-9ece-65bfd576e40a,Upper Sawyer Mill Dam,Bellamy River,New England Region,Northeast,43.1792,-70.8767,3,74.0205,1.237332947,24,2020,NA,power,masonry,3,4.6,less than 5,2,BR001,0,1101316,"Safety,Restoration",Sed removal,1,BankProtection,NA,3,2,1,0,3,1144085.553
350,NJ,a6f3741d-d60e-4cf9-a911-708e41ee488d,Burnt Mills Dam,Lamington,Mid Atlantic Region,Northeast,39.532324,-75.044665,2,19.9827,0.252784493,NA,2019,NA,power,concrete,3,2.4,less than 5,1,NA,0,251574,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,220642.7705
351,NJ,5bccf100-6e10-4efd-bd1b-181811122077,Pursel's Mill Dam,Lopatcong Creek,Mid Atlantic Region,Northeast,40.67722,-75.17,2,38.799,0.66629541,NA,2006,1925,"power, water supply",earth,1,4.6,less than 5,1,NA,0,398241,Safety,NA,NA,NA,NA,0,0,0,0,0,349276.9426
352,NJ,b139c8ef-3f4d-4fcf-9bdd-5658b90a5d60,Flower Hill Dam,Unnamed Tributary To Shabakunk,Mid Atlantic Region,Northeast,40.2887,-74.7799,NA,NA,NA,NA,2017,NA,unknown,earth,1,3,less than 5,1,NA,0,323728,NA,NA,NA,NA,NA,0,0,0,0,0,283925.377
353,NJ,fff18442-616f-4b96-9fb5-a7f7bb0a34d7,Stone's Dam,Hakihokake Creek,Mid Atlantic Region,Northeast,40.57518,-75.0942,2,32.157,0.577607045,23,2013,NA,unknown,concrete,3,2.7,less than 5,1,NA,0,233201,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,204528.7459
354,NJ,3569dc97-18f2-410e-a2db-216ccba25cea,Seber Dam,Musconetcong River,Mid Atlantic Region,Northeast,40.85316,-74.812,4,197.217,4.227308821,40.3,2009,NA,recreation and resource management,concrete,3,0.6,less than 5,1,NA,0,52104,Restoration,NA,NA,NA,Revegetation,1,0,0,1,1,45697.77049
355,NJ,56a8a904-70f6-4d66-b633-e9ed029fe2fe,Weston Mill Dam,Millstone River,Mid Atlantic Region,Northeast,40.530202,-74.587989,5,690.0138,11.40415706,37,2017,NA,"power, water supply","concrete, wood",2,1.5,less than 5,1,NA,0,1592556,"Safety,Restoration",NA,0,NA,StrucRemovalSafety,2,0,0,1,1,1396749.934
356,NJ,66026b69-d875-41a4-b220-4d85da785cc1,Gruendyke Mill Dam,Musconetcong River,Mid Atlantic Region,Northeast,40.84881,-74.8214,4,197.217,4.227308821,27.3,2007,NA,power,"concrete, masonry",3,2.1,less than 5,1,NA,0,276978,Safety,NA,NA,NA,NA,0,0,0,0,0,242923.3279
357,NJ,84d6a369-c2da-4d72-a38a-ea586bb1db36,Columbia Lake Dam,Paulins Kill,Mid Atlantic Region,Northeast,40.924147,-75.087297,4,456.3315,8.393311669,76.3,2018,1909,power,concrete,3,5.5,between 5 and 10,1,NA,0,8419919,"Restoration,Economic",NA,0,Bridges,"Revegetation,Eradicate.Invasives,EcologicalMonitoring,Fish.Passage,Stability.Structures,StrucRemovalSafety",8,0,1,6,7,7384683.057
358,NJ,f99dad4f-c250-44df-b615-84f7eaf1b01f,Kazmar Pond Dam,Unnamed Tributary To Wawayanda Creek,Mid Atlantic Region,Northeast,41.2027,-74.4088,NA,NA,NA,7.5,2017,NA,recreation and resource management,concrete,3,1.8,less than 5,1,NA,0,823736,Safety,NA,NA,NA,NA,0,0,0,0,0,722456.9836
359,NM,4df57e8b-c9db-4d20-847c-ca70c39c1511,Two Mile Dam,Sante Fe River,Rio Grande Region,Southwest,35.68655,-105.895,2,70.3332,0.457062227,30,1994,NA,unknown,unknown,,25.9,greater than 10,1,NA,0,7190805,Safety,NA,NA,NA,NA,0,0,0,0,0,8455122.363
360,NY,b24d3f21-772d-4f92-a07d-ce61274e2dd5,Fort Covington Dam,Salmon River,Great Lakes Region,Northeast,44.9896,-74.496,5,714.591,11.46990878,NA,2009,1913,power,concrete,3,2.7,less than 5,1,NA,0,768540,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,708911.8966
361,NY,8800f288-257e-42b6-a219-50718b5465a8,Rome Dam,West Branch Ausable,Great Lakes Region,Northeast,44.44,-73.7055,3,609.5772,10.64988121,32.3,2018,1936,"power, water supply",concrete,3,11.3,greater than 10,1,NA,0,2418622,Safety,Sed removal,0,NA,"Revegetation,StrucRemovalSafety,Access.Roads,Public.Interpr.Facility",6,1,0,4,5,2230970.293
362,NY,e2474401-b4ae-472e-a9f0-fa5a0be5d6cc,Cuddebackville Dam,Neversink River,Mid Atlantic Region,Northeast,41.46854,-74.6131,4,597.9879,14.49383655,32,2004,NA,"power, water supply",concrete,3,1.5,less than 5,1,NA,0,3616819,Restoration,NA,NA,RiverHabFeature,Revegetation,2,0,1,1,2,3336203.733
363,NY,f8c00b2b-fcdb-4185-a8fb-5a57fa62a1f5,Gray Reservoir Dam,Black Creek,Mid Atlantic Region,Northeast,43.25469,-74.9276,3,59.3478,1.588065413,29.5,2002,NA,water supply,concrete,3,10.4,greater than 10,1,NA,0,546853,"Safety,Economic",NA,NA,NA,NA,0,0,0,0,0,504424.75
364,NY,2e6ede90-642e-4b70-92b9-e3ba923e7297,Strook's Felt Factory Dam,Quassaic Creek,Mid Atlantic Region,Northeast,41.490764,-74.017598,3,132.1713,2.202116241,12.8,2020,NA,power,"concrete, masonry",3,1.2,less than 5,1,NA,0,218870,Restoration,NA,NA,NA,"ReshapeTopography,Stability.Structures",2,0,0,2,2,201888.7069
365,NY,4a8e3110-5231-491a-a2eb-1dba399d9ca1,Fort Edward Dam,Hudson River,Mid Atlantic Region,Northeast,43.26842,-73.5967,6,7290.8226,156.8292892,NA,1973,NA,power,wood,1,9.4,between 5 and 10,1,NA,0,2887385,"Safety,Economic","ErosionControl,Sed removal",1,WaterSupply,NA,4,3,1,0,4,2663363.75
366,NY,b26ef741-7253-44ed-b069-bd663ea5a485,Oriskany Falls Dam,Tributary To Oriskany Creek,Mid Atlantic Region,Northeast,42.9211,-75.4797,NA,NA,NA,NA,2018,1917,water supply,concrete,3,4.6,less than 5,1,NA,0,526245,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,485415.6466
367,NY,5c5140d2-d815-405f-99d9-9a721e918ef6,May's Field Dam,Moodna Creek,Mid Atlantic Region,Northeast,41.426522,-74.163371,4,268.9866,4.290823509,29,2020,NA,unknown,concrete,3,1.8,less than 5,1,NA,0,740600,Other,"ReservoirStab,Sed removal",NA,NA,"Revegetation,Access.Roads",4,2,0,2,4,683139.6552
368,OH,550a25eb-6b2e-45b8-8c82-bc57ac34e95d,Six Mile Dam,Walhonding River,Ohio Region,Midwest,40.327653,-81.964997,6,4079.43,46.94582104,NA,2020,NA,water supply,"concrete, wood",2,NA,less than 5,1,NA,0,1800000,"Safety,Restoration",NA,NA,Other,NA,1,0,1,0,1,1945454.545
369,OH,9419a19a-e640-4c5d-86ed-62072a3bc738,Willow Grove Park Dam,Little Beaver Creek,Ohio Region,Midwest,40.773576,-80.779481,4,280.2843,3.018462623,26.3,2017,NA,unknown,unknown,,1.8,less than 5,1,NA,0,169754,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,183471.4949
370,OH,cc22db8b-cb9a-4774-8e90-40c43fd19db8,Main Street Dam,Scioto River,Ohio Region,Northeast,39.95539,-83.007491,6,4191.1128,37.8975407,NA,2013,1918,"flood control, power",unknown,,4,less than 5,1,NA,0,9328032,Restoration,NA,NA,NA,NA,0,0,0,0,0,10081812.36
371,OH,442f41b6-af70-4d0f-ac84-1da36a973a75,Beeson-Robinson Diversion Dam,Wagner Creek,Pacific Northwest Region,Midwest,42.227532,-122.793312,2,58.2543,0.453409354,NA,2017,NA,water supply,"concrete, wood",2,1.7,less than 5,1,NA,0,138388,Restoration,NA,NA,RiverHabFeature,ReshapeTopography,2,0,1,1,2,149570.8687
372,OH,a22d1927-118b-4582-91d3-c8738a68eda0,Munroe Falls Dam,Cuyahoga River,Great Lakes Region,Midwest,41.1414,-81.4367,4,842.756,10.59177504,NA,2005,1818,"power, water supply",masonry,3,7.6,between 5 and 10,1,NA,0,2120066,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,2291384.465
373,OH,72e35da2-b90b-4287-937f-ac3472f07887,Jacoby Road Dam,Little Miami River,Ohio Region,Midwest,39.76413,-83.9017,4,304.3287,3.069631165,NA,1997,1910,power,concrete,3,2.4,less than 5,1,NA,0,20798,"Safety,Restoration",NA,NA,NA,"ReshapeTopography,Revegetation",2,0,0,2,2,22478.64646
374,OH,61f041a6-f03e-4688-b17a-1be2fb6a130b,Tait Station Dam,Great Miami River,Ohio Region,Midwest,39.73,-84.21111,7,6721.2927,64.18302204,172.3,2018,1935,power,concrete,3,1.2,less than 5,1,NA,0,1841857,Restoration,NA,NA,NA,NA,0,0,0,0,0,1990693.929
375,OH,151fb1e1-2caf-45b0-b644-d54e4fb569ae,East Branch Dam,Euclid Creek,Great Lakes Region,Midwest,41.56038,-81.5298,2,28.508,0.370440992,13,2010,1933,recreation and resource management,concrete,3,1.8,less than 5,1,NA,0,803865,Restoration,NA,NA,NA,NA,0,0,0,0,0,868823.7879
376,OH,5e02f98f-22b6-43a6-88cc-ae4ec9a95da6,Lowellville Dam,Mahoning River,Ohio Region,Midwest,41.03725,-80.538713,5,2794.2363,30.05063091,59.4,2020,NA,water supply,"concrete, wood",2,3,less than 5,1,NA,0,2380000,"Safety,Restoration",Sed removal,1,NA,NA,2,2,0,0,2,2572323.232
377,OH,761bc9d6-7e68-49aa-a1b9-0449e07414d9,St. John Dam,Sandusky River,Great Lakes Region,Midwest,41.0301,-83.2159,5,2009.213,17.95636397,NA,2003,1901,water supply,concrete,3,2.1,less than 5,1,NA,0,355455,"Safety,Economic",NA,NA,NA,NA,0,0,0,0,0,384178.6364
378,OH,358dc2a5-08bd-441f-865a-59a65346d3ef,Coho Dam,Huron River,Great Lakes Region,Midwest,41.291,-82.6374,5,904.609,8.885316885,NA,2002,1969,recreation and resource management,concrete,3,1.2,less than 5,1,NA,0,36457,Restoration,NA,NA,NA,NA,0,0,0,0,0,39403.0202
379,OH,eace96fb-d8b8-4cdf-bb21-90d001b6e65b,Middletown Hydraulic Dam,Great Miami River,Ohio Region,Midwest,39.542304,-84.363254,7,8071.5132,78.02593923,NA,1993,1840,other,"masonry, wood",2,3,less than 5,1,NA,0,535116,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,578357.697
380,OH,cb281c1f-7e00-4ea3-b119-7e09b1071a68,Wolfe Park Dam,Alum Creek,Ohio Region,Midwest,39.96407,-82.9479,4,508.6404,4.953919115,34.5,2008,NA,recreation and resource management,masonry,3,1.2,less than 5,2,AC002,0,144609,"Safety,Restoration",NA,NA,NA,"Revegetation,Stability.Structures",2,0,0,2,2,156294.5758
381,OH,fe5bf9d8-1772-4dcd-a262-82979ce2f7d1,Fifth Ave Dam,Lower Olentangy,Ohio Region,Midwest,39.988783,-83.024435,5,1401.1335,13.78045023,NA,2012,1935,water supply,concrete,3,1.8,less than 5,1,NA,0,482220,Restoration,NA,NA,NA,NA,0,0,0,0,0,521187.2727
382,OH,113f43c0-42c6-4a15-b4c2-89d7cbd6bd71,Baldwin Creek Dam 2,Rocky River,Great Lakes Region,Midwest,41.36528,-81.8554,2,25.657,0.271841731,NA,2012,1980,water supply,concrete,3,0.5,less than 5,3,RR002,1,105174,"Restoration,Economic",NA,NA,NA,NA,0,0,0,0,0,113672.9091
383,OH,5cd134c9-ca2f-4aa5-bbf4-dd8cd9262a81,Nelson Park Dam,Alum Creek,Ohio Region,Midwest,39.97605,-82.9452,4,508.6404,4.953919115,29,2008,NA,recreation and resource management,"concrete, masonry",3,1.2,less than 5,2,AC002,0,171659,Safety,NA,NA,NA,NA,0,0,0,0,0,185530.4343
384,OH,a8eaa3da-6764-4414-835e-5f021853976d,Sheraton Mill Dam,Cuyahoga River,Great Lakes Region,Midwest,41.133273,-81.482158,4,863.37,10.79602445,NA,2013,1914,power,concrete,3,2.7,less than 5,2,CR003,1,535748,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,579040.7677
385,OH,00b76e83-4020-4916-933c-7546929a5700,Dennison Dam,Olentangy River,Ohio Region,Midwest,40.24256,-83.0604,5,1162.9683,11.6119744,61.3,2004,NA,power,concrete,3,1.2,less than 5,1,NA,0,65760,Restoration,NA,NA,NA,NA,0,0,0,0,0,71073.93939
386,OH,adb584c1-8cc6-40d2-a3df-4e034d6583bf,Baldwin Creek Dam 3,Rocky River,Great Lakes Region,Midwest,41.3611,-81.8531,2,25.657,0.271841731,NA,2012,1980,water supply,concrete,3,1.5,less than 5,3,RR002,1,315521,"Restoration,Economic",NA,NA,NA,NA,0,0,0,0,0,341017.6465
387,OH,0e75ab64-d325-4494-a2d4-68b26a051bc1,Central Ave Dam,Olentangy River,Ohio Region,Midwest,40.3007,-83.0634,5,1086.4017,10.92376175,NA,2008,1955,recreation and resource management,masonry,3,4,less than 5,1,NA,0,155495,NA,NA,NA,RiverHabFeature,Revegetation,2,0,1,1,2,168060.2525
388,OH,2bf8b525-67be-4860-b533-53f34d112fe7,Whispering Pines Lake Dam,Tributary To Deer Creek,Ohio Region,Midwest,41.01666,-81.19666,1,5.3298,0.058474289,NA,2017,1950,recreation and resource management,earth,1,4,less than 5,1,NA,0,1757303,Safety,NA,NA,NA,NA,0,0,0,0,0,1899307.283
389,OH,85fec073-b1a9-4aa4-a679-05540a3c84e8,Brecksville Diversion Dam,Cuyahoga River,Great Lakes Region,Midwest,41.320999,-81.587382,5,1514.195,17.5024166,48.8,2020,1952,water supply,concrete,3,2.4,less than 5,1,NA,0,1820000,"Safety,Restoration",NA,NA,PumpingPlant,"StrucRemovalSafety,Utility.Relocation",3,0,1,2,3,1967070.707
390,OH,2049981a-7c4a-41ef-81b5-5e30d5170f58,Secor Dam,Ottawa River,Great Lakes Region,Midwest,41.6585,-83.6226,3,389.291,2.788105072,NA,2007,1928,"flood control, recreation and resource management",concrete,3,2.4,less than 5,1,NA,0,130728,Restoration,NA,NA,NA,NA,0,0,0,0,0,141291.8788
391,OH,4904d278-d4fc-4b05-9b35-e4fbe1b2b56b,German Farm Dam,Auglaize River,Great Lakes Region,Midwest,40.85837,-84.2898,4,643.672,5.311390992,27.3,2012,NA,recreation and resource management,"concrete, wood",2,1.8,less than 5,1,NA,0,58771,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,63520.17172
392,OH,3a75ed07-b114-4987-9a7b-01cdcd264ae6,North River Road Dam,Mahoning River,Ohio Region,Midwest,41.2389474,-80.8819869,5,1404.2907,15.69602829,57.5,2005,NA,water supply,"concrete, masonry",3,1.2,less than 5,1,NA,0,61900,Restoration,NA,NA,NA,NA,0,0,0,0,0,66902.0202
393,OH,8802f231-3a6a-421d-925c-4c21fdfc3225,Ballville Dam,Sandusky River,Great Lakes Region,Midwest,41.32638,-83.13638,6,3266.734,29.14556784,129.5,2018,1911,power,concrete,3,10.5,greater than 10,1,NA,0,9998654,Restoration,NA,0,"CofferDam,Other","ReshapeTopography,Revegetation,EcologicalMonitoring,StrucRemovalSafety,Access.Roads",8,0,2,5,7,10806626.04
394,OH,3e3b60e9-093e-49b1-92ef-3e9a34c2ae8a,Lefever Dam,Cuyahoga River,Great Lakes Region,Midwest,41.137041,-81.481238,4,863.37,10.79602445,NA,2013,1914,power,unknown,,3,less than 5,2,CR003,0,595276,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,643379.1111
395,OH,c8612543-4c9c-4627-82f9-d8c89abc91f1,Lovers Lane Dam,Mahoning River,Ohio Region,Midwest,41.2406123,-80.8648078,5,1491.7446,16.60406462,NA,2005,NA,water supply,"concrete, masonry",3,1.2,less than 5,1,NA,0,9594,NA,NA,NA,NA,NA,0,0,0,0,0,10369.27273
396,OH,b094ea8f-02c1-4668-ab87-c36c076fd623,River Street Dam,Olentangy River,Ohio Region,Midwest,40.2939,-83.0604,5,1113.633,11.16499297,NA,2005,1955,flood control,concrete,3,3.4,less than 5,1,NA,0,232124,Restoration,NA,NA,RiverHabFeature,NA,1,0,1,0,1,250881.4949
397,OH,01bbad07-cee1-4712-99af-cb718796283a,Baldwin Creek Dam 1,Rocky River,Great Lakes Region,Midwest,41.366038,-81.85469,2,25.657,0.271841731,NA,2012,1980,water supply,concrete,3,0.9,less than 5,3,RR002,0,189313,"Restoration,Economic",NA,NA,NA,NA,0,0,0,0,0,204611.0202
398,OH,ce0fc7c4-c838-4c46-bf24-c97e587387cd,Panhandle Road Dam,Olentangy River,Ohio Region,Midwest,40.32271,-83.0704,5,1059.5592,10.68400301,37.5,2010,1941,recreation and resource management,concrete,3,1.2,less than 5,1,NA,0,116801,Restoration,NA,NA,NA,NA,0,0,0,0,0,126239.4646
399,OR,005107eb-d261-4ef6-b30c-e61f74668d4e,Pine Meadow Ranch Dam ,Whychus Creek,Pacific Northwest Region,Northwest,44.26825,-121.558,3,166.2804,3.301291291,9.5,2014,NA,water supply,concrete,3,1.8,less than 5,1,NA,0,2289898,Restoration,NA,NA,NA,NA,0,0,0,0,0,2268695.241
400,OR,c0675fc7-bebd-4952-8d1a-441500b362b1,Smith-Meyer-Roper Dam,Ashland Creek,Pacific Northwest Region,Northwest,42.203985,-122.711699,3,65.151,0.936551398,NA,2019,1948,water supply,concrete,3,0.8,less than 5,1,NA,0,197016,Restoration,NA,NA,WaterSupply,"Revegetation,Public.Interpr.Facility",3,0,1,2,3,195191.7778
401,OR,32157300-e489-4b0a-9716-5e3229593a6d,Taylor Dam ,Birch Creek,Pacific Northwest Region,Northwest,45.65192,-118.879,5,737.0892,3.642877416,NA,2012,NA,water supply,concrete,3,2.4,less than 5,1,NA,0,519134,Restoration,NA,NA,NA,NA,0,0,0,0,0,514327.2037
402,OR,ded7d470-1456-43dc-a93d-04be64f1735e,Hamby Dam ,Birch Creek,Pacific Northwest Region,Northwest,45.4691,-118.858,4,315.2277,1.571868177,NA,2013,NA,water supply,concrete,3,1.5,less than 5,1,NA,0,68794,Restoration,NA,NA,NA,NA,0,0,0,0,0,68157.01852
403,OR,511a0022-a347-445a-b7dc-12978dcf5431,Little Sandy River Dam,Little Sandy River,Pacific Northwest Region,Northwest,45.41476,-122.178,3,60.9453,4.081250524,NA,2008,1912,power,unknown,,4.9,less than 5,1,NA,0,9753326,Restoration,NA,NA,NA,NA,0,0,0,0,0,9663017.426
404,OR,0ea9e82f-09e8-4163-b0ca-705898be619f,North Fork Klaskanine Dam,"North Fork Klaksanine,Tributary To Young's River, Tributary To The Columbia River",Pacific Northwest Region,Northwest,46.086151,-123.716368,3,41.9904,3.540710232,NA,2020,1932,"recreation and resource management, water supply",concrete,3,1.2,less than 5,1,NA,0,215252,Restoration,NA,NA,NA,NA,0,0,0,0,0,213258.9259
405,OR,33c5854c-35a9-4737-a303-71968fb3d6e1,Marmot Dam,Sandy River,Pacific Northwest Region,Northwest,45.3997,-122.1326,5,676.4814,37.88309911,NA,2007,1913,power,concrete,3,12.2,greater than 10,1,NA,0,6661311,Restoration,NA,NA,NA,NA,0,0,0,0,0,6599632.194
406,OR,f1e989f3-e600-4763-9ac8-aae5775ba8e8,Kelley Creek Dam,"Kelley Creek, Tributary To Johnson Creek",Pacific Northwest Region,Northwest,45.46596,-122.49294,2,12.6882,0.338358005,4,2020,1989,water supply,concrete,3,1.8,less than 5,1,NA,0,221352,Restoration,ErosionControl,NA,"RiverHabFeature,WaterSupply",Revegetation,4,1,2,1,4,219302.4444
407,OR,67255fcb-8993-46d4-ba5b-2a44024f4e03,Sisters Dam Removal,Wychus Creek,Pacific Northwest Region,Northwest,44.2857,-121.548,3,166.2804,3.301291291,NA,2013,NA,water supply,wood,1,0.6,less than 5,1,NA,0,241110,Restoration,NA,NA,NA,NA,0,0,0,0,0,238877.5
408,OR,a4b614de-e3a6-4d7c-a521-cef66584d3a1,Marie Dorian Dam,Walla Walla River,Pacific Northwest Region,Northwest,45.90616,-118.366,4,348.2937,6.743515529,NA,1997,NA,water supply,concrete,3,2.4,less than 5,1,NA,0,93590,Restoration,NA,NA,WaterSupply,NA,1,0,1,0,1,92723.42593
409,OR,84cb86ae-2a2c-46bf-9940-b7996cea2d16,Jackson Street Dam,Bear Creek,Pacific Northwest Region,Northwest,42.33172,-122.872,4,748.008,5.96018659,NA,1998,NA,water supply,unknown,,3.4,less than 5,1,NA,0,2445873,Restoration,NA,NA,WaterSupply,NA,1,0,1,0,1,2423226.028
410,OR,10f3c96d-638d-43ec-a3ba-510cc55529cf,Catching Dam,North Fork Middle Fork Willamette River,Pacific Northwest Region,Northwest,43.75717,-122.499,4,645.7365,24.40733815,NA,1994,NA,water supply,"concrete, wood",2,8.5,between 5 and 10,1,NA,0,145407,NA,NA,NA,NA,NA,0,0,0,0,0,144060.6389
